country_iso,country_name,scenario,pasture_area_Mha_2025,pasture_area_Mha_2075,ratio
TLS,Timor-Leste,no_gap_closure_milk_pasture_area_m2,0.0,0.0,
TON,Tonga,no_gap_closure_milk_pasture_area_m2,3.884809099908765e-05,5.225793924512323e-05,1.3451868007195131
TTO,Trinidad and Tobago,no_gap_closure_milk_pasture_area_m2,0.0003093750464486761,0.00023769929917161428,0.7683208516658679
TUN,Tunisia,no_gap_closure_milk_pasture_area_m2,1.3454978568381195,1.7960008053194119,1.334822494284726
TUR,Türkiye,no_gap_closure_milk_pasture_area_m2,3.673012458557925,3.749597640777601,1.020850782044378
TZA,United Republic of Tanzania,no_gap_closure_milk_pasture_area_m2,3.908026942192834,31.31673179322232,8.013438048523325
UGA,Uganda,no_gap_closure_milk_pasture_area_m2,1.598766548852059,8.55908871311197,5.353557540503671
UKR,Ukraine,no_gap_closure_milk_pasture_area_m2,3.108835085744295,2.031375742609263,0.6534202318817841
URY,Uruguay,no_gap_closure_milk_pasture_area_m2,1.1801202012674368,1.096609110150582,0.9292350973848555
USA,United States of America,no_gap_closure_milk_pasture_area_m2,45.98336426387099,48.4043452304293,1.0526490613576194
UZB,Uzbekistan,no_gap_closure_milk_pasture_area_m2,4.987574981342596,12.93779049358515,2.594004208855513
VCT,Saint Vincent and the Grenadines,no_gap_closure_milk_pasture_area_m2,0.00010922613256441481,7.86578860955635e-05,0.7201379765888529
VNM,Viet Nam,no_gap_closure_milk_pasture_area_m2,0.051057484447736785,0.07507943118610079,1.4704882545271738
VUT,Vanuatu,no_gap_closure_milk_pasture_area_m2,0.0011987196266075955,0.006003186146697857,5.007998545654094
WSM,Samoa,no_gap_closure_milk_pasture_area_m2,8.670795978872847e-05,0.00016680142969802746,1.9237153094647106
YEM,Yemen,no_gap_closure_milk_pasture_area_m2,1.0880177207758257,8.044709809150348,7.393914322842057
ZAF,South Africa,no_gap_closure_milk_pasture_area_m2,6.221639442076134,9.428782914162348,1.5154820529130508
ZMB,Zambia,no_gap_closure_milk_pasture_area_m2,1.2793111721937092,8.819647005926853,6.89405923877245
ZWE,Zimbabwe,no_gap_closure_milk_pasture_area_m2,0.21929238732061845,0.7524769707933164,3.43138665225597
